pc sl klr kgr
  1.830000000000000e+01   1.098505075184726e-01   5.393397535152760e-01   4.851642270994185e-01
  1.860000000000000e+01   1.033000061619589e-01   5.084822271707792e-01   5.134356959018280e-01
  1.890000000000000e+01   9.751230915006771e-02   4.809485698399887e-01   5.388182660862544e-01
  1.920000000000000e+01   9.239655290168797e-02   4.564317456533796e-01   5.615425601689026e-01
  1.950000000000000e+01   8.787224850802572e-02   4.346274040437255e-01   5.818479523687525e-01
  1.980000000000000e+01   8.386831987822239e-02   4.152468071724146e-01   5.999695968134873e-01
  2.010000000000000e+01   8.032215573525119e-02   3.980230557365216e-01   6.161308770098888e-01
  2.040000000000000e+01   7.717870377002221e-02   3.827134511682529e-01   6.305393935243697e-01
  2.070000000000000e+01   7.438962416117625e-02   3.690996701925370e-01   6.433852141063547e-01
  2.100000000000000e+01   7.191251159767502e-02   3.569867432155710e-01   6.548405353498636e-01
  2.130000000000000e+01   6.971018925718006e-02   3.462014236813192e-01   6.650601946719905e-01
  2.160000000000000e+01   6.775007433585714e-02   3.365902948831607e-01   6.741826661827099e-01
  2.190000000000000e+01   6.600361223102286e-02   3.280178162567898e-01   6.823313039964019e-01
  2.220000000000000e+01   6.444577497629975e-02   3.203644238389028e-01   6.896156828326658e-01
  2.250000000000000e+01   6.305461873169899e-02   3.135247465690280e-01   6.961329428082976e-01
  2.280000000000000e+01   6.181089481995126e-02   3.074059679902939e-01   7.019690828522545e-01
  2.310000000000000e+01   6.069770881341511e-02   3.019263436192157e-01   7.072001716830552e-01
  2.340000000000000e+01   5.970022239519696e-02   2.970138729172378e-01   7.118934611157059e-01
  2.370000000000000e+01   5.880539305981172e-02   2.926051184001578e-01   7.161083965145973e-01
  2.400000000000000e+01   5.800174712435342e-02   2.886441610928039e-01   7.198975254214206e-01
  2.430000000000000e+01   5.727918195108522e-02   2.850816800981842e-01   7.233073090645714e-01
  2.460000000000000e+01   5.662879371057140e-02   2.818741437577526e-01   7.263788434718834e-01
  2.490000000000000e+01   5.604272742465681e-02   2.789831002595429e-01   7.291484978480773e-01
  2.520000000000000e+01   5.551404641125589e-02   2.763745563038147e-01   7.316484781345238e-01
  2.550000000000000e+01   5.503661860321284e-02   2.740184333725582e-01   7.339073235044165e-01
  2.580000000000000e+01   5.460501752973688e-02   2.718880921522747e-01   7.359503431352015e-01
  2.610000000000000e+01   5.421443603141647e-02   2.699599166576137e-01   7.378000000568901e-01
  2.640000000000000e+01   5.386061103013876e-02   2.682129505552924e-01   7.394762482738559e-01
  2.670000000000000e+01   5.353975789565977e-02   2.666285790709612e-01   7.409968287461131e-01
  2.700000000000000e+01   5.324851314370605e-02   2.651902506661859e-01   7.423775292227188e-01
  2.730000000000000e+01   5.298388436906832e-02   2.638832333959468e-01   7.436324123615612e-01
  2.760000000000000e+01   5.274320646385289e-02   2.626944015010161e-01   7.447740160551377e-01
  2.790000000000000e+01   5.252410329842932e-02   2.616120483589081e-01   7.458135294144093e-01
  2.820000000000000e+01   5.232445415300406e-02   2.606257224177539e-01   7.467609474427799e-01
  2.850000000000000e+01   5.214236428329785e-02   2.597260831759675e-01   7.476252070577747e-01
  2.880000000000000e+01   5.197613908642448e-02   2.589047746534613e-01   7.484143067862368e-01
  2.910000000000000e+01   5.182426140446562e-02   2.581543141337585e-01   7.491354121663027e-01
  2.940000000000000e+01   5.168537156490781e-02   2.574679942464595e-01   7.497949486323199e-01
  2.970000000000000e+01   5.155824981037245e-02   2.568397967115420e-01   7.503986834335716e-01
  3.000000000000000e+01   5.144180081607037e-02   2.562643162856949e-01   7.509517979406319e-01
  3.000000000000000e+01   5.144180081607037e-02   2.562643162856949e-01   7.509517979406319e-01
  2.970000000000000e+01   5.144263271985634e-02   2.562684275619372e-01   7.509478462993395e-01
  2.940000000000000e+01   5.144354110642006e-02   2.562729168154191e-01   7.509435313595674e-01
  2.910000000000000e+01   5.144453386862594e-02   2.562778230523600e-01   7.509388156303518e-01
  2.880000000000000e+01   5.144561980457214e-02   2.562831897525595e-01   7.509336573210228e-01
  2.850000000000000e+01   5.144680873202994e-02   2.562890654349350e-01   7.509280097976605e-01
  2.820000000000000e+01   5.144811161872041e-02   2.562955043013230e-01   7.509218209643449e-01
  2.790000000000000e+01   5.144954073081411e-02   2.563025669703325e-01   7.509150325578569e-01
  2.760000000000000e+01   5.145110980242763e-02   2.563103213149545e-01   7.509075793426692e-01
  2.730000000000000e+01   5.145283422934906e-02   2.563188434199029e-01   7.508993881908705e-01
  2.700000000000000e+01   5.145473129076261e-02   2.563282186773126e-01   7.508903770291395e-01
  2.670000000000000e+01   5.145682040337823e-02   2.563385430425676e-01   7.508804536318165e-01
  2.640000000000000e+01   5.145912341312336e-02   2.563499244757390e-01   7.508695142356352e-01
  2.610000000000000e+01   5.146166493044244e-02   2.563624845985068e-01   7.508574419473630e-01
  2.580000000000000e+01   5.146447271630489e-02   2.563763606016494e-01   7.508441049106853e-01
  2.550000000000000e+01   5.146757812727452e-02   2.563917074443698e-01   7.508293541926423e-01
  2.520000000000000e+01   5.147101662948440e-02   2.564087003941004e-01   7.508130213429283e-01
  2.490000000000000e+01   5.147482839314019e-02   2.564275379642047e-01   7.507949155708578e-01
  2.460000000000000e+01   5.147905898129888e-02   2.564484453175008e-01   7.507748204747688e-01
  2.430000000000000e+01   5.148376014921487e-02   2.564716782160890e-01   7.507524902465463e-01
  2.400000000000000e+01   5.148899077359700e-02   2.564975276130480e-01   7.507276452594702e-01
  2.370000000000000e+01   5.149481793478951e-02   2.565263249996866e-01   7.506999669302061e-01
  2.340000000000000e+01   5.150131817931044e-02   2.565584486438645e-01   7.506690917247836e-01
  2.310000000000000e+01   5.150857899551781e-02   2.565943308812588e-01   7.506346041531136e-01
  2.280000000000000e+01   5.151670054163168e-02   2.566344666533391e-01   7.505960285659934e-01
  2.250000000000000e+01   5.152579767317150e-02   2.566794235244814e-01   7.505528195314226e-01
  2.220000000000000e+01   5.153600232638713e-02   2.567298534576534e-01   7.505043505220006e-01
  2.190000000000000e+01   5.154746632586012e-02   2.567865066853571e-01   7.504499005901875e-01
  2.160000000000000e+01   5.156036469861568e-02   2.568502480824355e-01   7.503886386412169e-01
  2.130000000000000e+01   5.157489959442804e-02   2.569220765329412e-01   7.503196048313319e-01
  2.100000000000000e+01   5.159130493328587e-02   2.570031478883003e-01   7.502416885183498e-01
  2.070000000000000e+01   5.160985192717565e-02   2.570948022432353e-01   7.501536020677242e-01
  2.040000000000000e+01   5.163085565565305e-02   2.571985964153113e-01   7.500538496645359e-01
  2.010000000000000e+01   5.165468291464317e-02   2.573163427111123e-01   7.499406900931107e-01
  1.980000000000000e+01   5.168176160748899e-02   2.574501553065223e-01   7.498120922118932e-01
  1.950000000000000e+01   5.171259200893347e-02   2.576025058725802e-01   7.496656815604297e-01
  1.920000000000000e+01   5.174776030963685e-02   2.577762904574196e-01   7.494986761728408e-01
  1.890000000000000e+01   5.178795494504366e-02   2.579749101087891e-01   7.493078092192467e-01
  1.860000000000000e+01   5.183398633311360e-02   2.582023683160018e-01   7.490892355291092e-01
  1.830000000000000e+01   5.188681079729632e-02   2.584633890976452e-01   7.488384183373245e-01
  1.800000000000000e+01   5.194755964277728e-02   2.587635605041422e-01   7.485499916953446e-01
  1.770000000000000e+01   5.201757459659916e-02   2.591095094967867e-01   7.482175928543389e-01
  1.740000000000000e+01   5.209845113023150e-02   2.595091156777498e-01   7.478336574890312e-01
  1.710000000000000e+01   5.219209157533059e-02   2.599717732703600e-01   7.473891688037102e-01
  1.680000000000000e+01   5.230077044432618e-02   2.605087132048503e-01   7.468733492348116e-01
  1.650000000000000e+01   5.242721500913654e-02   2.611334003069737e-01   7.462732804934666e-01
  1.620000000000000e+01   5.257470501570797e-02   2.618620246179576e-01   7.455734338895970e-01
  1.590000000000000e+01   5.274719647421629e-02   2.627141110586106e-01   7.447550880043834e-01
  1.560000000000000e+01   5.294947583688567e-02   2.637132783332660e-01   7.437956045169938e-01
  1.530000000000000e+01   5.318735265233002e-02   2.648881866008558e-01   7.426675249402548e-01
  1.500000000000000e+01   5.346790109162435e-02   2.662737246064584e-01   7.413374406607121e-01
  1.470000000000000e+01   5.379976374015838e-02   2.679125014255548e-01   7.397645753533677e-01
  1.440000000000000e+01   5.419353495388758e-02   2.698567266996017e-01   7.378990017269182e-01
  1.410000000000000e+01   5.466224616581488e-02   2.721705874728040e-01   7.356793926441045e-01
  1.380000000000000e+01   5.522198215505258e-02   2.749332610171288e-01   7.330301787679350e-01
  1.350000000000000e+01   5.589266590974665e-02   2.782427432145338e-01   7.298579497036890e-01
  1.320000000000000e+01   5.669906089026479e-02   2.822207232731309e-01   7.260468918970071e-01
  1.290000000000000e+01   5.767205390880609e-02   2.870187999539719e-01   7.214530035538660e-01
  1.260000000000000e+01   5.885030025780090e-02   2.928264137279066e-01   7.158967652091457e-01
  1.230000000000000e+01   6.028233593142043e-02   2.998809632245472e-01   7.091538781865458e-01
  1.200000000000000e+01   6.202929041442187e-02   3.084806782891425e-01   7.009436229514905e-01
  1.170000000000000e+01   6.416836762554251e-02   3.190009208919087e-01   6.909143605158126e-01
  1.140000000000000e+01   6.679730094364961e-02   3.319146414357591e-01   6.786257568107343e-01
  1.110000000000000e+01   7.004002682366113e-02   3.478176453980588e-01   6.635275643715643e-01
  1.080000000000000e+01   7.405385109621279e-02   3.674589313121295e-01   6.449354755459100e-01
  1.050000000000000e+01   7.903838394909750e-02   3.917752157080589e-01   6.220061269860859e-01
  1.020000000000000e+01   8.524645896154792e-02   4.219258790133191e-01   5.937167160859866e-01
  9.900000000000002e+00   9.299706769530246e-02   4.593176051499115e-01   5.588617609225097e-01
  9.600000000000001e+00   1.026899356958189e-01   5.055911173624781e-01   5.160940148255655e-01
  9.300000000000001e+00   1.148205922042643e-01   5.625006585973018e-01   4.640653510437533e-01
  9.000000000000000e+00   1.299934562829931e-01   6.315125981654306e-01   4.017767417466040e-01
  8.699999999999999e+00   1.489283956389143e-01   7.127073773300535e-01   3.293249247943182e-01
  8.400000000000002e+00   1.724533791362906e-01   8.022100023114944e-01   2.492534299495510e-01
  8.100000000000001e+00   2.014726417960990e-01   8.881948655860585e-01   1.682705317354447e-01
  7.800000000000001e+00   2.368974644629925e-01   9.520714214979624e-01   9.739214976042243e-02
  7.500000000000000e+00   2.795276678972724e-01   9.847534121469564e-01   4.702526372252969e-02
  7.199999999999999e+00   3.298795112872288e-01   9.960110349763847e-01   1.918956524180482e-02
  6.900000000000002e+00   3.879723616941766e-01   9.988020719406121e-01   7.228347327782547e-03
  6.600000000000001e+00   4.531109057193926e-01   9.993699403834445e-01   3.086207485093695e-03
  6.300000000000001e+00   5.237254457849113e-01   9.995137203011200e-01   1.852209045971609e-03
  6.000000000000000e+00   5.973474736459348e-01   9.995962479225767e-01   1.488954130857589e-03
  5.699999999999999e+00   6.707890982933841e-01   9.996706676114090e-01   1.349085497489133e-03
  5.400000000000002e+00   7.405520862603181e-01   9.997405371024586e-01   1.264373737456248e-03
  5.100000000000001e+00   8.034081453262139e-01   9.998034058763474e-01   1.197993474804981e-03
  4.800000000000001e+00   8.569897218055051e-01   9.998569892719598e-01   1.143490365859701e-03
  4.500000000000000e+00   9.001764696025948e-01   9.999001763509749e-01   1.100025963013174e-03
  4.199999999999999e+00   9.331296975063641e-01   9.999331296572830e-01   1.066975041805585e-03
  3.900000000000002e+00   9.569969217215847e-01   9.999569969052592e-01   1.043068067769687e-03
  3.600000000000001e+00   9.734561350655278e-01   9.999734561274539e-01   1.026590628631141e-03
  3.300000000000001e+00   9.842915188438839e-01   9.999842915150798e-01   1.015746135294815e-03
  3.000000000000000e+00   9.911097024589220e-01   9.999911097005477e-01   1.008923152624644e-03
  2.699999999999999e+00   9.952084701927844e-01   9.999952084692261e-01   1.004821799516834e-03
  2.400000000000002e+00   9.975561296744349e-01   9.999975561291986e-01   1.002472751897252e-03
  2.100000000000001e+00   9.988307820371481e-01   9.999988307818138e-01   1.001197372704615e-03
  1.800000000000001e+00   9.994816079042024e-01   9.999994816078062e-01   1.000546182808055e-03
  1.500000000000000e+00   9.997905333591963e-01   9.999997905333198e-01   1.000237086211364e-03
  1.200000000000003e+00   9.999246476855583e-01   9.999999246476714e-01   1.000102897915497e-03
  9.000000000000021e-01   9.999766721239124e-01   9.999999766721195e-01   1.000050844836917e-03
  6.000000000000014e-01   9.999940983728340e-01   9.999999940983716e-01   1.000033409001169e-03
  3.000000000000007e-01   9.999988776557162e-01   9.999999988776553e-01   1.000028627089647e-03
  0.000000000000000e+00   1.000000000000000e+00   1.000000000000000e+00   1.000027504128112e-03
